event,id,symbol,direction,status,openedAt,closedAt,entryPrice,exitPrice,entryRef,entryMexcBid,entryMexcAsk,entryMexcBookSpreadPct,exitRef,exitMexcBid,exitMexcAsk,exitMexcBookSpreadPct,qtyUsd,qtyToken,depositAtEntry,allocationPct,depositAfterClose,dexAnchorAtEntry,dexAnchorAtExit,dexSnapshotAtEntry,dexSnapshotAtExit,entrySpreadPct,exitSpreadPct,grossPnlPct,netPnlPct,grossPnlUsd,netPnlUsd,holdMs,openReason,closeReason
CLOSE,179018a4-7437-4200-ba89-6a13c9cddb19,PENGU_USDT,LONG,CLOSED,2026-08-22T05:17:35.157Z,2026-08-22T05:18:10.065Z,0.008292,0.008333,ASK,0.008291,0.008292,0.012,BID,0.008333,0.008334,0.011999760004791088,28.63,3452.68813314,95.4323,0.3,95.5355,0.008637,0.008681,1787375853507,1787375889516,4.161,4.1637,0.4903,0.3703,0.1404,0.106,34908,MEXC below DEX anchor,trailing_stop
OPEN,a62c93e6-78e4-47d0-80ae-682b06afd39e,B3_USDT,LONG,OPEN,2026-08-22T05:18:15.679Z,,0.000478,,ASK,0.000477,0.000478,0.084,,,,,28.66,59959.51882845,95.5355,0.3,,0.000484,,1787375895542,,1.319,,,,,,,MEXC below DEX anchor,
OPEN,062dd405-64fb-4000-89c9-ff5a6039e2d1,BEAT_USDT,SHORT,OPEN,2026-08-22T05:18:20.738Z,,0.1637,,BID,0.1637,0.1639,0.122,,,,,28.66,175.08032987,95.5355,0.3,,0.1589,,1787375899573,,2.932,,,,,,,MEXC above DEX anchor,
CLOSE,062dd405-64fb-4000-89c9-ff5a6039e2d1,BEAT_USDT,SHORT,CLOSED,2026-08-22T05:18:20.738Z,2026-08-22T05:18:52.835Z,0.1637,0.1616,BID,0.1637,0.1639,0.122,ASK,0.1615,0.1616,0.06190034045186567,28.66,175.08032987,95.5355,0.3,95.8688,0.1589,0.1651,1787375899573,1787375931591,2.932,-2.2291,1.2828,1.1628,0.3677,0.3333,32097,MEXC above DEX anchor,mean_reverted_profit
OPEN,9d59fb32-f957-4813-9e82-44462006120f,ZEN_USDT,LONG,OPEN,2026-08-22T05:19:03.256Z,,5.33,,ASK,5.327,5.33,0.056,,,,,28.76,5.3959925,95.8688,0.3,,5.4,,1787375941579,,1.313,,,,,,,MEXC below DEX anchor,
CLOSE,9d59fb32-f957-4813-9e82-44462006120f,ZEN_USDT,LONG,CLOSED,2026-08-22T05:19:03.256Z,2026-08-22T05:22:47.070Z,5.33,5.228826,ASK,5.327,5.33,0.056,BID,5.229,5.238,0.1719690455718036,28.76,5.3959925,95.8688,0.3,95.2884,5.4,5.37,1787375941579,1787376165961,1.313,2.52,-1.8982,-2.0182,-0.5459,-0.5804,223814,MEXC below DEX anchor,stop_loss
CLOSE,a62c93e6-78e4-47d0-80ae-682b06afd39e,B3_USDT,LONG,CLOSED,2026-08-22T05:18:15.679Z,2026-08-22T05:29:39.119Z,0.000478,0.000479,ASK,0.000477,0.000478,0.084,BID,0.000479,0.0004799,0.18771509020753405,28.66,59959.51882845,95.5355,0.3,95.314,0.000484,0.0004787,1787375895542,1787376577870,1.319,-0.2501,0.2092,0.0892,0.06,0.0256,683440,MEXC below DEX anchor,mean_reverted_profit
OPEN,02eecf69-af50-4750-8ea5-ee3f58ec6ad6,BEAT_USDT,SHORT,OPEN,2026-08-22T05:34:09.535Z,,0.1719,,BID,0.1719,0.172,0.058,,,,,28.59,166.34205934,95.314,0.3,,0.1692,,1787376848034,,1.571,,,,,,,MEXC above DEX anchor,
CLOSE,02eecf69-af50-4750-8ea5-ee3f58ec6ad6,BEAT_USDT,SHORT,CLOSED,2026-08-22T05:34:09.535Z,2026-08-22T05:34:35.925Z,0.1719,0.170781,BID,0.1719,0.172,0.058,ASK,0.1707,0.1709,0.11709601873536633,28.59,166.34205934,95.314,0.3,95.4659,0.1692,0.1703,1787376848034,1787376874051,1.571,0.2343,0.6512,0.5312,0.1862,0.1519,26390,MEXC above DEX anchor,trailing_stop
OPEN,1339cd47-8362-4f86-b6ca-899ce6743a9b,LAB_USDT,LONG,OPEN,2026-08-22T05:38:36.609Z,,0.08067,,ASK,0.0806,0.08067,0.087,,,,,28.64,355.02380067,95.4659,0.3,,0.08176,,1787377116162,,1.351,,,,,,,MEXC below DEX anchor,
CLOSE,1339cd47-8362-4f86-b6ca-899ce6743a9b,LAB_USDT,LONG,CLOSED,2026-08-22T05:38:36.609Z,2026-08-22T05:39:08.366Z,0.08067,0.08093,ASK,0.0806,0.08067,0.087,BID,0.08093,0.08103,0.1234872808100801,28.64,355.02380067,95.4659,0.3,95.5238,0.08176,0.08107,1787377116162,1787377148186,1.351,0.0494,0.3223,0.2023,0.0923,0.0579,31757,MEXC below DEX anchor,mean_reverted_profit
OPEN,2a836e62-509f-40f8-9d0d-4c5f22f0d51e,BEAT_USDT,LONG,OPEN,2026-08-22T05:40:01.798Z,,0.1624,,ASK,0.1622,0.1624,0.123,,,,,28.66,176.46022167,95.5238,0.3,,0.1671,,1787377200215,,2.894,,,,,,,MEXC below DEX anchor,
CLOSE,2a836e62-509f-40f8-9d0d-4c5f22f0d51e,BEAT_USDT,LONG,CLOSED,2026-08-22T05:40:01.798Z,2026-08-22T05:41:40.212Z,0.1624,0.159318,ASK,0.1622,0.1624,0.123,BID,0.1591,0.1592,0.06283380458687825,28.66,176.46022167,95.5238,0.3,94.9454,0.1671,0.1613,1787377200215,1787377298266,2.894,1.3191,-1.8981,-2.0181,-0.544,-0.5784,98414,MEXC below DEX anchor,stop_loss
OPEN,b24bbfbe-d497-43b4-b3ae-530ad114c137,ARX_USDT,SHORT,OPEN,2026-08-22T05:48:43.555Z,,0.1274,,BID,0.1274,0.1275,0.078,,,,,28.48,223.57629513,94.9454,0.3,,0.1257,,1787377722396,,1.334,,,,,,,MEXC above DEX anchor,
OPEN,2d6c6c21-f8df-4cc5-ab49-13dc8c8cdd34,1000BONK_USDT,SHORT,OPEN,2026-08-22T05:49:41.945Z,,0.003276,,BID,0.003276,0.003277,0.031,,,,,28.48,8694.63369963,94.9454,0.3,,0.003236,,1787377780412,,1.221,,,,,,,MEXC above DEX anchor,
CLOSE,2d6c6c21-f8df-4cc5-ab49-13dc8c8cdd34,1000BONK_USDT,SHORT,CLOSED,2026-08-22T05:49:41.945Z,2026-08-22T05:50:13.640Z,0.003276,0.003251,BID,0.003276,0.003277,0.031,ASK,0.00325,0.003251,0.030764497769577993,28.48,8694.63369963,94.9454,0.3,95.1286,0.003236,0.003284,1787377780412,1787377812422,1.221,-1.0462,0.7631,0.6431,0.2173,0.1832,31695,MEXC above DEX anchor,mean_reverted_profit
CLOSE,b24bbfbe-d497-43b4-b3ae-530ad114c137,ARX_USDT,SHORT,CLOSED,2026-08-22T05:48:43.555Z,2026-08-22T05:52:47.400Z,0.1274,0.1271,BID,0.1274,0.1275,0.078,ASK,0.1269,0.1271,0.15748031496061257,28.48,223.57629513,94.9454,0.3,95.1615,0.1257,0.1272,1787377722396,1787377966504,1.334,-0.2364,0.2355,0.1155,0.0671,0.0329,243845,MEXC above DEX anchor,mean_reverted_profit
OPEN,a9749724-f328-4add-a1ce-9321dccdfdcb,ESP_USDT,LONG,OPEN,2026-08-22T05:54:51.058Z,,0.09077,,ASK,0.09073,0.09077,0.044,,,,,28.55,314.51415666,95.1615,0.3,,0.092,,1787378090641,,1.355,,,,,,,MEXC below DEX anchor,
CLOSE,a9749724-f328-4add-a1ce-9321dccdfdcb,ESP_USDT,LONG,CLOSED,2026-08-22T05:54:51.058Z,2026-08-22T05:59:10.017Z,0.09077,0.089047,ASK,0.09073,0.09077,0.044,BID,0.08912,0.08913,0.011220196353431834,28.55,314.51415666,95.1615,0.3,94.5853,0.092,0.08959,1787378090641,1787378348753,1.355,0.5161,-1.8984,-2.0184,-0.542,-0.5762,258959,MEXC below DEX anchor,stop_loss
OPEN,c05339cb-5531-4463-b360-c1d9c0e0f475,CASHCAT_USDT,SHORT,OPEN,2026-08-22T06:03:02.336Z,,0.1145,,BID,0.1145,0.1146,0.087,,,,,28.38,247.82174672,94.5853,0.3,,0.1129,,1787378580778,,1.397,,,,,,,MEXC above DEX anchor,
CLOSE,c05339cb-5531-4463-b360-c1d9c0e0f475,CASHCAT_USDT,SHORT,CLOSED,2026-08-22T06:03:02.336Z,2026-08-22T06:03:41.908Z,0.1145,0.11392,BID,0.1145,0.1146,0.087,ASK,0.1136,0.11392,0.2812939521800167,28.38,247.82174672,94.5853,0.3,94.695,0.1129,0.1151,1787378580778,1787378620801,1.397,-1.3204,0.5066,0.3866,0.1438,0.1097,39572,MEXC above DEX anchor,mean_reverted_profit
OPEN,d4ffe4a0-4545-4ece-8448-8858ea6e170d,CATE_USDT,SHORT,OPEN,2026-08-22T06:06:21.221Z,,0.05168,,BID,0.05168,0.051685,0.01,,,,,28.41,549.7000774,94.695,0.3,,0.05105,,1787378780876,,1.219,,,,,,,MEXC above DEX anchor,
CLOSE,d4ffe4a0-4545-4ece-8448-8858ea6e170d,CATE_USDT,SHORT,CLOSED,2026-08-22T06:06:21.221Z,2026-08-22T06:09:59.942Z,0.05168,0.049877,BID,0.05168,0.051685,0.01,ASK,0.04968,0.049877,0.3957531866167036,28.41,549.7000774,94.695,0.3,95.6521,0.05105,0.05063,1787378780876,1787378998967,1.219,-1.9122,3.4888,3.3688,0.9912,0.9571,218721,MEXC above DEX anchor,mean_reverted_profit
OPEN,26bb3ce9-c02f-4126-9fa6-36059d3b655b,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:10:57.825Z,,0.01242,,BID,0.01242,0.01246,0.322,,,,,28.7,2310.43719807,95.6521,0.3,,0.01226,,1787379056994,,1.288,,,,,,,MEXC above DEX anchor,
CLOSE,26bb3ce9-c02f-4126-9fa6-36059d3b655b,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:10:57.825Z,2026-08-22T06:12:09.126Z,0.01242,0.012293,BID,0.01242,0.01246,0.322,ASK,0.01226,0.012293,0.2688062558546821,28.7,2310.43719807,95.6521,0.3,95.9111,0.01226,0.01223,1787379056994,1787379129039,1.288,0.2447,1.0225,0.9025,0.2935,0.259,71301,MEXC above DEX anchor,mean_reverted_profit
OPEN,e36b1cc3-357e-40e7-9c1d-b10db32110eb,CATE_USDT,SHORT,OPEN,2026-08-22T06:14:29.836Z,,0.049985,,BID,0.049985,0.050048,0.126,,,,,28.77,575.63929179,95.9111,0.3,,0.04919,,1787379269094,,1.59,,,,,,,MEXC above DEX anchor,
CLOSE,e36b1cc3-357e-40e7-9c1d-b10db32110eb,CATE_USDT,SHORT,CLOSED,2026-08-22T06:14:29.836Z,2026-08-22T06:16:47.228Z,0.049985,0.050936,BID,0.049985,0.050048,0.126,ASK,0.050792,0.051,0.4086765168186102,28.77,575.63929179,95.9111,0.3,95.3293,0.04919,0.05064,1787379269094,1787379407154,1.59,0.2993,-1.9023,-2.0223,-0.5473,-0.5818,137392,MEXC above DEX anchor,stop_loss
OPEN,255e753e-4872-4cba-98d2-1fb111f713a6,CASHCAT_USDT,LONG,OPEN,2026-08-22T06:17:10.590Z,,0.10803,,ASK,0.10795,0.10803,0.074,,,,,28.6,264.73007498,95.3293,0.3,,0.1096,,1787379429175,,1.453,,,,,,,MEXC below DEX anchor,
CLOSE,255e753e-4872-4cba-98d2-1fb111f713a6,CASHCAT_USDT,LONG,CLOSED,2026-08-22T06:17:10.590Z,2026-08-22T06:17:44.808Z,0.10803,0.10908,ASK,0.10795,0.10803,0.074,BID,0.10908,0.10919,0.1007925963256508,28.6,264.73007498,95.3293,0.3,95.573,0.1096,0.1068,1787379429175,1787379463735,1.453,-2.1888,0.972,0.852,0.278,0.2437,34218,MEXC below DEX anchor,mean_reverted_profit
OPEN,aac056e9-061c-4c5b-8823-19878a868bb5,CASHCAT_USDT,SHORT,OPEN,2026-08-22T06:17:58.003Z,,0.10905,,BID,0.10905,0.10919,0.128,,,,,28.67,262.92434663,95.573,0.3,,0.1068,,1787379477199,,2.063,,,,,,,MEXC above DEX anchor,
OPEN,ce8bf1cf-7b0d-4c0b-98a3-7b05789f6490,VELVET_USDT,LONG,OPEN,2026-08-22T06:18:37.913Z,,0.7209,,ASK,0.7204,0.7209,0.069,,,,,28.67,39.77236787,95.573,0.3,,0.7307,,1787379517236,,1.359,,,,,,,MEXC below DEX anchor,
CLOSE,ce8bf1cf-7b0d-4c0b-98a3-7b05789f6490,VELVET_USDT,LONG,CLOSED,2026-08-22T06:18:37.913Z,2026-08-22T06:19:09.575Z,0.7209,0.7242,ASK,0.7204,0.7209,0.069,BID,0.7242,0.7245,0.04141644232761482,28.67,39.77236787,95.573,0.3,95.6698,0.7307,0.7213,1787379517236,1787379549263,1.359,-0.4417,0.4578,0.3378,0.1312,0.0968,31662,MEXC below DEX anchor,mean_reverted_profit
CLOSE,aac056e9-061c-4c5b-8823-19878a868bb5,CASHCAT_USDT,SHORT,CLOSED,2026-08-22T06:17:58.003Z,2026-08-22T06:20:49.430Z,0.10905,0.10864,BID,0.10905,0.10919,0.128,ASK,0.10862,0.10864,0.018411120316676906,28.67,262.92434663,95.573,0.3,95.7432,0.1068,0.1096,1787379477199,1787379649275,2.063,-0.9022,0.376,0.256,0.1078,0.0734,171427,MEXC above DEX anchor,mean_reverted_profit
OPEN,f1a88502-6b47-4de7-b427-92e20ad56292,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:21:02.583Z,,0.0123,,BID,0.0123,0.01234,0.325,,,,,28.72,2335.2,95.7432,0.3,,0.01212,,1787379661284,,1.463,,,,,,,MEXC above DEX anchor,
OPEN,455349dd-8e99-4efd-a884-e5904e3034a7,AIA_USDT,SHORT,OPEN,2026-08-22T06:25:04.912Z,,0.0814,,BID,0.0814,0.08141,0.012,,,,,28.72,352.86191646,95.7432,0.3,,0.0802,,1787379904615,,1.474,,,,,,,MEXC above DEX anchor,
CLOSE,455349dd-8e99-4efd-a884-e5904e3034a7,AIA_USDT,SHORT,CLOSED,2026-08-22T06:25:04.912Z,2026-08-22T06:25:36.060Z,0.0814,0.0807,BID,0.0814,0.08141,0.012,ASK,0.08059,0.0807,0.13640027280054434,28.72,352.86191646,95.7432,0.3,95.9557,0.0802,0.08059,1787379904615,1787379935823,1.474,0,0.86,0.74,0.247,0.2125,31148,MEXC above DEX anchor,mean_reverted_profit
OPEN,cf2eec8d-0215-473d-812b-c1b6ecd0153f,BEAT_USDT,SHORT,OPEN,2026-08-22T06:26:18.209Z,,0.1571,,BID,0.1571,0.1572,0.064,,,,,28.79,183.23812858,95.9557,0.3,,0.1548,,1787379977492,,1.464,,,,,,,MEXC above DEX anchor,
CLOSE,cf2eec8d-0215-473d-812b-c1b6ecd0153f,BEAT_USDT,SHORT,CLOSED,2026-08-22T06:26:18.209Z,2026-08-22T06:26:49.738Z,0.1571,0.1561,BID,0.1571,0.1572,0.064,ASK,0.156,0.1561,0.06408202499198269,28.79,183.23812858,95.9557,0.3,96.1044,0.1548,0.1573,1787379977492,1787380009509,1.464,-0.8333,0.6365,0.5165,0.1833,0.1487,31529,MEXC above DEX anchor,mean_reverted_profit
CLOSE,f1a88502-6b47-4de7-b427-92e20ad56292,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:21:02.583Z,2026-08-22T06:28:34.418Z,0.0123,0.01208,BID,0.0123,0.01234,0.325,ASK,0.01204,0.01208,0.331674958540631,28.72,2335.2,95.7432,0.3,96.5836,0.01212,0.0121,1787379661284,1787380113499,1.463,-0.4983,1.7886,1.6686,0.5137,0.4792,451835,MEXC above DEX anchor,mean_reverted_profit
OPEN,02e455e7-10cd-4e97-94ad-c36e6faf0b46,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:29:58.506Z,,0.011901,,BID,0.011901,0.01194,0.327,,,,,28.98,2434.67607764,96.5836,0.3,,0.01175,,1787380197535,,1.269,,,,,,,MEXC above DEX anchor,
CLOSE,02e455e7-10cd-4e97-94ad-c36e6faf0b46,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:29:58.506Z,2026-08-22T06:30:30.066Z,0.011901,0.011791,BID,0.011901,0.01194,0.327,ASK,0.011763,0.011791,0.2377515496306381,28.98,2434.67607764,96.5836,0.3,96.8167,0.01175,0.0118,1787380197535,1787380229547,1.269,-0.3145,0.9243,0.8043,0.2679,0.2331,31560,MEXC above DEX anchor,mean_reverted_profit
OPEN,debcf4e7-e4cf-44cd-bab1-16c38b198496,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:32:52.476Z,,0.01186,,BID,0.01186,0.0119,0.337,,,,,29.05,2448.98903879,96.8167,0.3,,0.0117,,1787380371635,,1.349,,,,,,,MEXC above DEX anchor,
CLOSE,debcf4e7-e4cf-44cd-bab1-16c38b198496,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:32:52.476Z,2026-08-22T06:33:32.161Z,0.01186,0.01168,BID,0.01186,0.0119,0.337,ASK,0.01162,0.01168,0.5150214592274617,29.05,2448.98903879,96.8167,0.3,97.2227,0.0117,0.01172,1787380371635,1787380411666,1.349,-0.8606,1.5177,1.3977,0.4409,0.406,39685,MEXC above DEX anchor,mean_reverted_profit
OPEN,94a8c4aa-4107-43f8-b390-279681c8df4b,JIMOTHY_USDT,LONG,OPEN,2026-08-22T06:34:06.239Z,,0.01148,,ASK,0.01144,0.01148,0.349,,,,,29.17,2540.66289199,97.2227,0.3,,0.0117,,1787380445675,,1.916,,,,,,,MEXC below DEX anchor,
CLOSE,94a8c4aa-4107-43f8-b390-279681c8df4b,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T06:34:06.239Z,2026-08-22T06:35:40.845Z,0.01148,0.0116,ASK,0.01144,0.01148,0.349,BID,0.0116,0.01164,0.3442340791738392,29.17,2540.66289199,97.2227,0.3,97.4926,0.0117,0.01119,1787380445675,1787380539708,1.916,-3.866,1.0453,0.9253,0.3049,0.2699,94606,MEXC below DEX anchor,mean_reverted_profit
OPEN,ce020bb0-dec8-4a8f-9c04-5c16399cbfc2,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:36:46.843Z,,0.0115,,BID,0.0115,0.01153,0.261,,,,,29.25,2543.28521739,97.4926,0.3,,0.01135,,1787380605737,,1.304,,,,,,,MEXC above DEX anchor,
CLOSE,ce020bb0-dec8-4a8f-9c04-5c16399cbfc2,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:36:46.843Z,2026-08-22T06:38:00.785Z,0.0115,0.01134,BID,0.0115,0.01153,0.261,ASK,0.0113,0.01134,0.35335689045936486,29.25,2543.28521739,97.4926,0.3,97.8645,0.01135,0.01144,1787380605737,1787380677776,1.304,-1.2389,1.3913,1.2713,0.407,0.3719,73942,MEXC above DEX anchor,mean_reverted_profit
OPEN,bd29a02b-af73-4459-b1e7-a7bc4d5b6f91,CATE_USDT,SHORT,OPEN,2026-08-22T06:39:20.260Z,,0.05287,,BID,0.05287,0.05292,0.095,,,,,29.36,555.31208625,97.8645,0.3,,0.05196,,1787380759836,,1.721,,,,,,,MEXC above DEX anchor,
CLOSE,bd29a02b-af73-4459-b1e7-a7bc4d5b6f91,CATE_USDT,SHORT,CLOSED,2026-08-22T06:39:20.260Z,2026-08-22T06:39:43.969Z,0.05287,0.053876,BID,0.05287,0.05292,0.095,ASK,0.05365,0.05387,0.4092261904761867,29.36,555.31208625,97.8645,0.3,97.2707,0.05196,0.0525,1787380759836,1787380783825,1.721,2.1435,-1.9024,-2.0224,-0.5586,-0.5938,23709,MEXC above DEX anchor,stop_loss
OPEN,aa3d15f0-b8d8-483a-a6a7-1f7165aac1ad,BASECAT_USDT,LONG,OPEN,2026-08-22T06:43:33.718Z,,0.03215,,ASK,0.03205,0.03215,0.312,,,,,29.18,907.65816485,97.2707,0.3,,0.03285,,1787381011970,,2.177,,,,,,,MEXC below DEX anchor,
OPEN,2093ff5e-0abb-45ef-bdbd-f33de20a7c63,BTW_USDT,SHORT,OPEN,2026-08-22T06:44:49.665Z,,0.507,,BID,0.507,0.50735,0.069,,,,,29.18,57.55662722,97.2707,0.3,,0.5005,,1787381088014,,1.282,,,,,,,MEXC above DEX anchor,
CLOSE,aa3d15f0-b8d8-483a-a6a7-1f7165aac1ad,BASECAT_USDT,LONG,CLOSED,2026-08-22T06:43:33.718Z,2026-08-22T06:45:56.027Z,0.03215,0.03243,ASK,0.03205,0.03215,0.312,BID,0.03238,0.0325,0.3699136868064182,29.18,907.65816485,97.2707,0.3,97.4894,0.03285,0.03337,1787381011970,1787381154013,2.177,2.6769,0.8695,0.7495,0.2537,0.2187,142309,MEXC below DEX anchor,trailing_stop
OPEN,c2b2a547-ac51-458f-90bb-f63576324144,BASECAT_USDT,LONG,OPEN,2026-08-22T06:48:08.076Z,,0.03242,,ASK,0.0324,0.03242,0.062,,,,,29.25,902.12276373,97.4894,0.3,,0.03293,,1787381288057,,1.573,,,,,,,MEXC below DEX anchor,
CLOSE,c2b2a547-ac51-458f-90bb-f63576324144,BASECAT_USDT,LONG,CLOSED,2026-08-22T06:48:08.076Z,2026-08-22T06:48:57.803Z,0.03242,0.03272,ASK,0.0324,0.03242,0.062,BID,0.03272,0.03288,0.4878048780487818,29.25,902.12276373,97.4894,0.3,97.725,0.03293,0.03293,1787381288057,1787381336085,1.573,0.1521,0.9254,0.8054,0.2707,0.2356,49727,MEXC below DEX anchor,mean_reverted_profit
OPEN,076d259f-1aa7-4f3d-8687-fb9871b1d773,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:51:56.399Z,,0.011443,,BID,0.011443,0.01148,0.323,,,,,29.32,2562.04666608,97.725,0.3,,0.01123,,1787381516157,,1.861,,,,,,,MEXC above DEX anchor,
CLOSE,076d259f-1aa7-4f3d-8687-fb9871b1d773,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:51:56.399Z,2026-08-22T06:54:29.242Z,0.011443,0.011345,BID,0.011443,0.01148,0.323,ASK,0.01136,0.011399,0.34272156070125315,29.32,2562.04666608,97.725,0.3,97.9401,0.01123,0.01116,1787381516157,1787381666204,1.861,1.7606,0.8535,0.7335,0.2502,0.2151,152843,MEXC above DEX anchor,trailing_stop
OPEN,b8b02f82-beb3-49f8-a378-04b697d9a611,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T06:59:13.533Z,,0.01144,,BID,0.01144,0.01148,0.349,,,,,29.38,2568.35926573,97.9401,0.3,,0.01126,,1787381952342,,1.573,,,,,,,MEXC above DEX anchor,
CLOSE,2093ff5e-0abb-45ef-bdbd-f33de20a7c63,BTW_USDT,SHORT,CLOSED,2026-08-22T06:44:49.665Z,2026-08-22T06:59:50.440Z,0.507,0.50662,BID,0.507,0.50735,0.069,ASK,0.5066,0.50662,0.003947809952410924,29.18,57.55662722,97.2707,0.3,97.927,0.5005,0.508,1787381088014,1787381990418,1.282,-0.2764,0.075,-0.045,0.0219,-0.0131,900775,MEXC above DEX anchor,timeout
CLOSE,b8b02f82-beb3-49f8-a378-04b697d9a611,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T06:59:13.533Z,2026-08-22T07:02:39.000Z,0.01144,0.011658,BID,0.01144,0.01148,0.349,ASK,0.01162,0.01165,0.257842715943279,29.38,2568.35926573,97.9401,0.3,97.3328,0.01126,0.01149,1787381952342,1787382158453,1.573,1.1188,-1.9025,-2.0225,-0.559,-0.5942,205467,MEXC above DEX anchor,stop_loss
OPEN,3c8ec1aa-5998-4b51-8584-746eae91b6fc,BTW_USDT,SHORT,OPEN,2026-08-22T07:09:57.208Z,,0.51114,,BID,0.51114,0.51124,0.02,,,,,29.2,57.12689283,97.3328,0.3,,0.5044,,1787382594720,,1.319,,,,,,,MEXC above DEX anchor,
CLOSE,3c8ec1aa-5998-4b51-8584-746eae91b6fc,BTW_USDT,SHORT,CLOSED,2026-08-22T07:09:57.208Z,2026-08-22T07:10:55.598Z,0.51114,0.5101,BID,0.51114,0.51124,0.02,ASK,0.51004,0.5101,0.011763091340394256,29.2,57.12689283,97.3328,0.3,97.3572,0.5044,0.5088,1787382594720,1787382655452,1.319,0.2431,0.2035,0.0835,0.0594,0.0244,58390,MEXC above DEX anchor,mean_reverted_profit
OPEN,d525c825-fe9b-4da5-8818-19ce19801154,BASECAT_USDT,LONG,OPEN,2026-08-22T07:11:01.418Z,,0.03232,,ASK,0.03221,0.03232,0.341,,,,,29.21,903.68688119,97.3572,0.3,,0.03331,,1787382658729,,3.063,,,,,,,MEXC below DEX anchor,
CLOSE,d525c825-fe9b-4da5-8818-19ce19801154,BASECAT_USDT,LONG,CLOSED,2026-08-22T07:11:01.418Z,2026-08-22T07:11:59.765Z,0.03232,0.032519,ASK,0.03221,0.03232,0.341,BID,0.03231,0.03246,0.46317739694304255,29.21,903.68688119,97.3572,0.3,97.5024,0.03331,0.03326,1787382658729,1787382718983,3.063,2.4646,0.6171,0.4971,0.1803,0.1452,58347,MEXC below DEX anchor,trailing_stop
OPEN,6f80b35b-e331-4106-b20c-25fb3706202f,LAB_USDT,LONG,OPEN,2026-08-22T07:16:07.544Z,,0.07782,,ASK,0.07774,0.07782,0.103,,,,,29.25,375.8766384,97.5024,0.3,,0.07879,,1787382966915,,1.246,,,,,,,MEXC below DEX anchor,
CLOSE,6f80b35b-e331-4106-b20c-25fb3706202f,LAB_USDT,LONG,CLOSED,2026-08-22T07:16:07.544Z,2026-08-22T07:16:38.996Z,0.07782,0.0781,ASK,0.07774,0.07782,0.103,BID,0.0781,0.0782,0.1279590531030107,29.25,375.8766384,97.5024,0.3,97.5725,0.07879,0.0777,1787382966915,1787382998898,1.246,-0.6394,0.3598,0.2398,0.1052,0.0701,31452,MEXC below DEX anchor,mean_reverted_profit
OPEN,418f271a-6d91-4b07-a9a8-2daab388f513,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T07:18:11.383Z,,0.01162,,BID,0.01162,0.01166,0.344,,,,,29.27,2519.08347676,97.5725,0.3,,0.01141,,1787383090904,,1.807,,,,,,,MEXC above DEX anchor,
CLOSE,418f271a-6d91-4b07-a9a8-2daab388f513,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T07:18:11.383Z,2026-08-22T07:19:49.097Z,0.01162,0.011505,BID,0.01162,0.01166,0.344,ASK,0.011472,0.0115,0.24377503047188095,29.27,2519.08347676,97.5725,0.3,97.8258,0.01141,0.01135,1787383090904,1787383188953,1.807,1.0635,0.9854,0.8654,0.2884,0.2533,97714,MEXC above DEX anchor,trailing_stop
OPEN,ff5ade4a-4eef-4de9-9c60-b941dafe4419,ZAMA_USDT,SHORT,OPEN,2026-08-22T07:20:21.283Z,,0.05812,,BID,0.05812,0.05814,0.034,,,,,29.35,504.95079147,97.8258,0.3,,0.05741,,1787383221026,,1.222,,,,,,,MEXC above DEX anchor,
CLOSE,ff5ade4a-4eef-4de9-9c60-b941dafe4419,ZAMA_USDT,SHORT,CLOSED,2026-08-22T07:20:21.283Z,2026-08-22T07:21:19.262Z,0.05812,0.05791,BID,0.05812,0.05814,0.034,ASK,0.05789,0.05791,0.034542314335071024,29.35,504.95079147,97.8258,0.3,97.8966,0.05741,0.05804,1787383221026,1787383279055,1.222,-0.2591,0.3613,0.2413,0.106,0.0708,57979,MEXC above DEX anchor,mean_reverted_profit
OPEN,20791cda-67f6-4f7d-878a-82192074ec0e,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T07:21:29.394Z,,0.011464,,BID,0.011464,0.0115,0.314,,,,,29.37,2561.8440335,97.8966,0.3,,0.01121,,1787383288995,,2.216,,,,,,,MEXC above DEX anchor,
